1,5.137367,1.4258592,2.1494787
1,5.227117,2.316118,3.9139688
2,4.274699,3.612554,4.4866037
2,3.4156878,5.005263,3.627108
2,3.1661084,5.6772103,2.3797777
2,2.616812,5.181112,0.99442416
0,2.4761004,4.1729255,0.29493248
0,2.8572018,3.5041146,0.2501207
0,3.4054012,2.1806304,0.01904804
0,4.289764,1.3343816,0.43167254
0,5.137367,1.4258592,2.1494787
1,5.587857,2.1305606,4.4193907
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
2,3.5988772,5.792971,3.1162271
1,2.964384,5.39033,1.409443
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
1,5.8702645,1.2671336,3.4338925
2,5.8284836,1.9424034,4.3594985
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
2,3.5988772,5.792971,3.1162271
1,2.964384,5.39033,1.409443
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
0,5.8702645,1.2671338,3.433892
2,5.490127,1.6084667,3.935461
2,5.203131,2.4272816,4.6110826
2,4.0583005,3.8936348,4.2375846
2,3.5458033,4.899713,3.1511972
2,3.2352922,5.0620346,1.641907
1,3.1795113,4.6556783,0.387491
0,3.4080303,3.4389267,0.0039590653
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
0,5.8823447,1.2280325,3.1297262
2,5.8284836,1.9424034,4.3594985
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
2,3.5988772,5.792971,3.1162271
1,2.964384,5.39033,1.409443
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
2,5.8702645,1.2671336,3.4338925
2,5.587857,2.1305606,4.4193907
2,4.274699,3.612554,4.4866037
2,3.4156878,5.005263,3.627108
2,3.1661084,5.6772103,2.3797777
1,2.616812,5.181112,0.99442416
0,2.80844,4.497103,0.19021994
0,3.4080303,3.4389267,0.0039590653
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
0,5.8823447,1.2280325,3.1297262
1,5.8284836,1.9424034,4.3594985
2,5.2031302,2.4272814,4.6110826
2,4.0583005,3.893635,4.2375846
2,3.5458033,4.899713,3.1511972
2,3.2352922,5.0620346,1.641907
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
2,5.8702645,1.2671336,3.4338925
2,5.587857,2.1305606,4.4193907
2,4.274699,3.612554,4.4866037
2,3.4156878,5.005263,3.627108
2,3.1661084,5.6772103,2.3797777
1,2.616812,5.181112,0.99442416
0,2.80844,4.497103,0.19021994
0,3.4080303,3.4389267,0.0039590653
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
0,5.8823447,1.2280325,3.1297262
1,5.8284836,1.9424034,4.3594985
2,5.203131,2.4272816,4.6110826
2,4.0583005,3.8936348,4.2375846
2,3.5458033,4.899713,3.1511972
2,3.2352922,5.0620346,1.641907
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
0,5.8702645,1.2671336,3.4338925
2,5.490127,1.6084666,3.935461
2,5.203131,2.4272816,4.6110826
2,4.0583005,3.8936348,4.2375846
1,3.5458033,4.899713,3.1511974
2,3.07668,4.562023,1.6469129
1,3.3487158,4.247708,0.49165812
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
1,5.8702645,1.2671336,3.4338925
2,5.8284836,1.9424034,4.3594985
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
2,3.5988772,5.792971,3.1162271
1,2.964384,5.39033,1.409443
1,3.1795113,4.6556783,0.387491
1,3.4080303,3.4389267,0.0039590653
0,3.4054012,2.1806304,0.01904804
0,4.289764,1.3343816,0.43167254
0,5.137367,1.4258592,2.1494787
2,5.587857,2.1305606,4.4193907
2,4.274699,3.612554,4.4866037
2,3.4156878,5.005263,3.627108
2,3.1661084,5.6772103,2.3797777
1,2.616812,5.181112,0.99442416
0,2.80844,4.497103,0.19021994
0,3.4080303,3.4389267,0.0039590653
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
1,5.8823447,1.2280325,3.1297262
1,5.587857,2.1305606,4.4193907
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
1,3.5988772,5.792971,3.1162271
1,3.2352922,5.0620346,1.641907
1,3.3487165,4.2477074,0.49165863
1,3.6552389,3.0073185,0.0
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
0,5.8823447,1.2280325,3.1297262
2,5.8284836,1.9424034,4.3594985
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
2,3.5988772,5.792971,3.1162271
1,2.964384,5.39033,1.409443
0,3.1795113,4.6556783,0.387491
0,3.6552384,3.0073185,0.0
0,4.511479,1.5572631,0.14588284
0,5.438621,0.95712036,1.5060047
1,5.8702645,1.2671336,3.4338925
2,5.8284836,1.9424034,4.3594985
2,4.965365,3.1302054,4.8981085
2,3.8119516,4.767528,4.354091
1,3.5988772,5.792971,3.1162271
1,3.2352922,5.0620346,1.641907
1,3.3487158,4.247708,0.49165812
1,3.6552384,3.0073185,0.0
0,4.0811467,1.8249254,0.0
0,4.99388,1.1056571,0.90805054
